NMEA message,PGHP time stamp
"!BSVDM,1,1,,B,15SSrr001H0r8mJOk`SnmmON0L1`,0*49","$PGHP,1,2018,11,19,11,2,48,605,219,,2190047,1,*2E"
"!BSVDM,1,1,,A,15SSrr001H0r8n`OkWcFnUOh0HQS,0*06","$PGHP,1,2018,11,19,11,2,57,326,219,,2190047,1,*24"
"!BSVDM,1,1,,B,15SSrr001H0r8oDOkVh6oUN<0H4o,0*57","$PGHP,1,2018,11,19,11,3,8,371,219,,2190047,1,*1D"
"!BSVDM,1,1,,A,15SSrr001H0r8p<OkUcVpmLR00R@,0*21","$PGHP,1,2018,11,19,11,3,18,948,219,,2190047,1,*2C"
"!BSVDM,1,1,,B,15SSrr001I0r8pbOkTl6rELl00SG,0*01","$PGHP,1,2018,11,19,11,3,27,513,219,,2190051,1,*25"
"!BSVDM,1,1,,A,15SSrr001H0r8qrOkSgFmUM:08Fh,0*04","$PGHP,1,2018,11,19,11,3,38,901,219,,2190048,1,*2C"
"!BSVDM,1,1,,B,15SSrr001H0r8sFOkRhFmEMN0HLL,0*05","$PGHP,1,2018,11,19,11,3,48,605,219,,2190047,1,*2F"
"!BSVDM,1,1,,A,15SSrr001I0r8tNOkQpFm5Kh0D1`,0*1E","$PGHP,1,2018,11,19,11,3,57,325,219,,2190047,1,*26"
"!BSVDM,1,1,,B,15SSrr001I0r8v6OkPtFkEJ<0D1`,0*41","$PGHP,1,2018,11,19,11,4,8,371,219,,2190047,1,*1A"
"!BSVDM,1,1,,A,15SSrr001I0r8wTOkP2FkELP0@::,0*58","$PGHP,1,2018,11,19,11,4,17,403,219,,2190048,1,*29"
"!BSVDM,1,1,,B,15SSrr001I0r90vOkO4FlELl0H@B,0*17","$PGHP,1,2018,11,19,11,4,27,871,219,,2190047,1,*2C"
"!BSVDM,1,1,,A,15SSrr001I0r92HOkN0Fl5K:05H@,0*7B","$PGHP,1,2018,11,19,11,4,38,901,219,,2190047,1,*24"
"!BSVDM,1,1,,B,15SSrr001I0r93tOkM0njmKN0D1a,0*6D","$PGHP,1,2018,11,19,11,4,48,604,219,,2190051,1,*2E"
"!BSVDM,1,1,,A,15SSrr001H0r95>OkL:niUMh0@QS,0*65","$PGHP,1,2018,11,19,11,4,57,325,219,,2190047,1,*21"
"!BSVDM,1,1,,B,15SSrr001I0r96dOkK5njmL>0@4o,0*03","$PGHP,1,2018,11,19,11,5,8,370,219,,2190048,1,*15"
"!BSVDM,1,1,,A,15SSrr001I0r97`OkJDFlELN0<1`,0*75","$PGHP,1,2018,11,19,11,5,17,402,219,,2190047,1,*26"
"!BSVDM,1,1,,B,15SSrr001I0r99DOkI@FlmLl0D1`,0*29","$PGHP,1,2018,11,19,11,5,27,870,219,,2190047,1,*2C"
"!BSVDM,1,1,,B,35SSrr001I0r9<DOkG>FiUMN04tS,0*46","$PGHP,1,2018,11,19,11,5,48,574,219,,2190051,1,*2B"
"!BSVDM,1,1,,A,15SSrr001I0r9=ROkFMFjUMf0<1`,0*77","$PGHP,1,2018,11,19,11,5,57,295,219,,2190047,1,*2A"
"!BSVDM,1,1,,B,15SSrr001I0r9>dOkEAFlmL>0<1`,0*29","$PGHP,1,2018,11,19,11,6,8,340,219,,2190048,1,*15"
"!BSVDM,1,1,,A,15SSrr001J0r9?HOkDNVmmLN08::,0*3E","$PGHP,1,2018,11,19,11,6,17,372,219,,2190048,1,*2A"
"!BSVDM,2,1,4,B,55SSrr82ETPtQ1@J220huLh4pA>0lTlu<6222216F@FE;6rj0@jDlQR`,0*31!BSVDM,2,2,4,B,;H4UEVDp8888880,2*0F","$PGHP,1,2018,11,19,11,6,22,364,219,,2190048,1,*2B"
"!BSVDM,1,1,,B,15SSrr001J0r9A:OkCLFmUJl0@@B,0*42","$PGHP,1,2018,11,19,11,6,27,824,219,,2190047,1,*2E"
"!BSVDM,1,1,,A,15SSrr001I0r9BROkBI6jUK:0<1`,0*22","$PGHP,1,2018,11,19,11,6,38,11,219,,2190047,1,*1E"
"!BSVDM,1,1,,B,15SSrr001I0r9DbOkAJFhEMN0<1`,0*07","$PGHP,1,2018,11,19,11,6,48,572,219,,2190048,1,*26"
"!BSVDM,1,1,,A,15SSrr001I0r9EfOk@`FimMf08QS,0*7C","$PGHP,1,2018,11,19,11,6,57,293,219,,2190048,1,*20"
"!BSVDM,1,1,,B,15SSrr001I0r9G4Ok?OVkmL>084o,0*6D","$PGHP,1,2018,11,19,11,7,8,297,219,,2190047,1,*10"
"!BSVDM,1,1,,A,15SSrr001I0r9H:Ok>fnl5LN05HL,0*02","$PGHP,1,2018,11,19,11,7,17,345,219,,2190051,1,*27"
"!BSVDM,1,1,,B,15SSrr001H0r9ITOk=`nm5Ll0<1`,0*15","$PGHP,1,2018,11,19,11,7,27,797,219,,2190047,1,*28"
"!BSVDM,1,1,,A,15SSrr001H0r9JnOk<WVlUM:08F@,0*44","$PGHP,1,2018,11,19,11,7,37,984,219,,2190047,1,*25"
"!BSVDM,1,1,,B,15SSrr001G0r9LTOk;dFimMN08LL,0*1F","$PGHP,1,2018,11,19,11,7,48,545,219,,2190051,1,*2B"
"!BSVDM,1,1,,A,15SSrr001F0r9MlOk:v6j5Of05HL,0*3F","$PGHP,1,2018,11,19,11,7,57,265,219,,2190047,1,*27"
"!BSVDM,1,1,,B,15SSrr001F0r9OJOk9oVmmN>05HP,0*78","$PGHP,1,2018,11,19,11,8,8,295,219,,2190048,1,*12"
"!BSVDM,2,1,4,A,55SSrr82ETPtQ1@J220huLh4pA>0lTlu<6222216F@FE;6rj0@jDlQR`,0*32!BSVDM,2,2,4,A,;H4UEVDp8888880,2*0C","$PGHP,1,2018,11,19,11,8,9,324,219,,2190047,1,*17"
"!BSVDM,1,1,,A,15SSrr001E0r9P6Ok97FnmNN00Sm,0*03","$PGHP,1,2018,11,19,11,8,17,343,219,,2190047,1,*29"
"!BSVDM,1,1,,B,15SSrr001D0r9QFOk82VmELl08@B,0*5B","$PGHP,1,2018,11,19,11,8,27,795,219,,2190047,1,*25"
"!BSVDM,1,1,,A,15SSrr001D0r9RvOk73FkUO:05HP,0*21","$PGHP,1,2018,11,19,11,8,37,981,219,,2190047,1,*2F"
"!BSVDM,1,1,,B,15SSrr001C0r9T0Ok69nkmON05HP,0*0A","$PGHP,1,2018,11,19,11,8,48,543,219,,2190051,1,*22"
"!BSVDM,1,1,,A,15SSrr001C0r9TdOk5MFm5Of00Sb,0*58","$PGHP,1,2018,11,19,11,8,57,263,219,,2190047,1,*2E"
"!BSVDM,1,1,,B,15SSrr001B0r9V<Ok4Inl5L>00Rl,0*78","$PGHP,1,2018,11,19,11,9,8,308,219,,2190048,1,*16"
"!BSVDM,1,1,,A,15SSrr001B0r9WfOk3PFjENR0H:m,0*1F","$PGHP,1,2018,11,19,11,9,18,479,219,,2190048,1,*26"
"!BSVDM,1,1,,B,15SSrr001B0r9``Ok2e6jmNl05HT,0*49","$PGHP,1,2018,11,19,11,9,27,792,219,,2190048,1,*2C"
"!BSVDM,1,1,,A,15SSrr001B0r9abOk1hFkmO:00SL,0*67","$PGHP,1,2018,11,19,11,9,37,979,219,,2190047,1,*29"
"!BSVDM,1,1,,B,15SSrr001C0r9bfOk0o6mEON00SQ,0*53","$PGHP,1,2018,11,19,11,9,48,540,219,,2190051,1,*20"
"!BSVDM,1,1,,A,15SSrr001C0r9d`OjwtVlEOj0HR3,0*53","$PGHP,1,2018,11,19,11,9,58,119,219,,2190051,1,*29"
"!BSVDM,1,1,,B,15SSrr001C0r9edOjw8FkEN<0L1`,0*6D","$PGHP,1,2018,11,19,11,10,7,713,219,,2190047,1,*20"
"!BSVDM,1,1,,A,15SSrr001C0r9fdOjv7FkENR0D1`,0*05","$PGHP,1,2018,11,19,11,10,18,492,219,,2190048,1,*1B"
"!BSVDM,1,1,,B,15SSrr001D0r9h0OjuAVlENl00Rn,0*1E","$PGHP,1,2018,11,19,11,10,27,790,219,,2190048,1,*16"
"!BSVDM,1,1,,A,15SSrr001D0r9ijOjt?nmEO:0<1`,0*36","$PGHP,1,2018,11,19,11,10,38,460,219,,2190048,1,*14"
"!BSVDM,1,1,,B,15SSrr001D0r9jVOjsEnl5ON0D1`,0*0A","$PGHP,1,2018,11,19,11,10,49,162,219,,2190047,1,*1A"
"!BSVDM,1,1,,A,15SSrr001E0r9l0OjrKnk5Oj0D1`,0*44","$PGHP,1,2018,11,19,11,10,58,116,219,,2190047,1,*19"
"!BSVDM,1,1,,B,15SSrr001E0r9lvOjqVFk5N<0H4Q,0*58","$PGHP,1,2018,11,19,11,11,7,710,219,,2190047,1,*22"
"!BSVDM,1,1,,A,15SSrr001E0r9nTOjpVFkENR0@:m,0*5E","$PGHP,1,2018,11,19,11,11,18,490,219,,2190051,1,*10"
"!BSVDM,1,1,,B,15SSrr001F0r9onOjon6jmNj0<1`,0*59","$PGHP,1,2018,11,19,11,11,27,257,219,,2190047,1,*16"
"!BSVDM,1,1,,A,35SSrr001F0r9qLOjnfnjUO:06Pk,0*3C","$PGHP,1,2018,11,19,11,11,38,458,219,,2190051,1,*16"
"!BSVDM,2,1,2,A,55SSrr82ETPtQ1@J220huLh4pA>0lTlu<6222216F@FE;6rj0@jDlQR`,0*34!BSVDM,2,2,2,A,;H4UEVDp8888880,2*0A","$PGHP,1,2018,11,19,11,12,22,949,219,,2190047,1,*14"
"!BSVDM,2,1,7,A,55UlTf420G@4cP;?;OM<puLh58d00000000000168H8836om06iSl`3l,0*50!BSVDM,2,2,7,A,Q1D`88888800000,2*7E","$PGHP,1,2018,11,19,11,0,39,728,219,,2190047,1,*24"
"!BSVDM,1,1,,A,35UlTf10000rOtNOw3ff41i80JW@,0*36","$PGHP,1,2018,11,19,11,7,36,938,219,,2190048,1,*2C"
"!BSVDM,1,1,,B,35UlTf10000rOtNOw3g>41i@0DQ:,0*66","$PGHP,1,2018,11,19,11,7,40,433,219,,2190048,1,*2B"
"!BSVDM,1,1,,A,35UlTf10020rOs`Ow4:N423<0DdJ,0*04","$PGHP,1,2018,11,19,11,10,38,616,219,,2190047,1,*18"
"!BSVDM,2,1,7,A,55UlTf420G@4cP;?;OM<puLh58d00000000000168H8836om06iSl`3l,0*50!BSVDM,2,2,7,A,Q1D`88888800000,2*7E","$PGHP,1,2018,11,19,11,12,39,454,219,,2190048,1,*10"
"!BSVDM,1,1,,B,35UlTf10000rOrbOw4LN435<0DpJ,0*63","$PGHP,1,2018,11,19,11,13,38,937,219,,2190047,1,*17"
"!BSVDM,1,1,,A,35UlTf10000rOtbOw3uN42c<0DW:,0*58","$PGHP,1,2018,11,19,11,16,38,322,219,,2190048,1,*13"
"!BSVDM,2,1,7,B,55UlTf420G@4cP;?;OM<puLh58d00000000000168H8836om06iSl`3l,0*53!BSVDM,2,2,7,B,Q1D`88888800000,2*7D","$PGHP,1,2018,11,19,11,18,41,858,219,,2190047,1,*1A"
"!BSVDM,1,1,,B,35UlTf10000rOsvOw3fv41s>0DGJ,0*12","$PGHP,1,2018,11,19,11,19,39,922,219,,2190047,1,*18"
"!BSVDM,2,1,9,A,55UlTf420G@4cP;?;OM<puLh58d00000000000168H8836om06iSl`3l,0*5E!BSVDM,2,2,9,A,Q1D`88888800000,2*70","$PGHP,1,2018,11,19,11,24,39,614,219,,2190047,1,*1C"
"!BSVDM,1,1,,B,35UlTf1Oh00rOqROw4Of42u:0Do:,0*74","$PGHP,1,2018,11,19,11,25,37,396,219,,2190048,1,*13"
"!BSVDM,1,1,,A,35UlTf10000rOthOw43>42m>0JS0,0*6F","$PGHP,1,2018,11,19,11,29,39,214,219,,2190047,1,*15"
"!BSVDM,1,1,,B,35UlTf10000rOtlOw41v42mH0DB:,0*41","$PGHP,1,2018,11,19,11,29,44,143,219,,2190047,1,*1E"
"!BSVDM,2,1,0,B,55UlTf420G@4cP;?;OM<puLh58d00000000000168H8836om06iSl`3l,0*54!BSVDM,2,2,0,B,Q1D`88888800000,2*7A","$PGHP,1,2018,11,19,11,30,39,836,219,,2190048,1,*18"
"!BSVDM,1,1,,A,35UlTf10000rOsTOw3lv42C@0DG:,0*04","$PGHP,1,2018,11,19,11,32,40,433,219,,2190047,1,*12"
"!BSVDM,1,1,,B,35UlTf10000rOsjOw3lN425B0D`b,0*0A","$PGHP,1,2018,11,19,11,35,41,51,219,,2190048,1,*2B"
"!BSVDM,2,1,6,A,55UlTf420G@4cP;?;OM<puLh58d00000000000168H8836om06iSl`3l,0*51!BSVDM,2,2,6,A,Q1D`88888800000,2*7F","$PGHP,1,2018,11,19,11,36,41,641,219,,2190048,1,*1F"
"!BSVDM,1,1,,A,35UlTf10000rOrTOw49f42I:0Dur,0*4D","$PGHP,1,2018,11,19,11,38,37,877,219,,2190048,1,*1B"
"!BSVDM,1,1,,B,35UlTf10000rOrBOw4K>43=@0DVb,0*4E","$PGHP,1,2018,11,19,11,41,40,367,219,,2190047,1,*10"
"!BSVDM,2,1,5,B,55UlTf420G@4cP;?;OM<puLh58d00000000000168H8836om06iSl`3l,0*51!BSVDM,2,2,5,B,Q1D`88888800000,2*7F","$PGHP,1,2018,11,19,11,42,42,471,219,,2190047,1,*11"
"!BSVDM,1,1,,A,35UlTf10000rOr<Ow4:N42q>0DVr,0*11","$PGHP,1,2018,11,19,11,44,39,455,219,,2190047,1,*1D"
"!BSVDM,1,1,,B,35UlTf10000rOrhOw47N42K>0Dhb,0*5F","$PGHP,1,2018,11,19,11,47,39,448,219,,2190047,1,*12"
"!BSVDM,2,1,9,A,55UlTf420G@4cP;?;OM<puLh58d00000000000168H8836om06iSl`3l,0*5E!BSVDM,2,2,9,A,Q1D`88888800000,2*70","$PGHP,1,2018,11,19,11,48,40,959,219,,2190047,1,*1E"
"!BSVDM,1,1,,B,35UlTf10000rOrhOw4fN43Q>0DIr,0*24","$PGHP,1,2018,11,19,11,53,39,606,219,,2190047,1,*1F"
"!BSVDM,2,1,1,B,55UlTf420G@4cP;?;OM<puLh58d00000000000168H8836om06iSl`3l,0*55!BSVDM,2,2,1,B,Q1D`88888800000,2*7B","$PGHP,1,2018,11,19,11,54,42,506,219,,2190047,1,*17"
"!BSVDM,1,1,,A,35UlTf10000rOr@Ow4Hv43;<0E5b,0*1C","$PGHP,1,2018,11,19,11,56,38,70,219,,2190047,1,*2C"
"!BSVDM,1,1,,B,35UlTf10000rOqvOw4Bv42q:0E2:,0*32","$PGHP,1,2018,11,19,11,59,37,344,219,,2190048,1,*17"
"!BSVDM,2,1,7,A,55UlTf420G@4cP;?;OM<puLh58d00000000000168H8836om06iSl`3l,0*50!BSVDM,2,2,7,A,Q1D`88888800000,2*7E","$PGHP,1,2018,11,19,12,0,40,523,219,,2190048,1,*2F"
"!BSVDM,1,1,,A,35UlTf10000rOq0Ow4Gf42q@0Dbb,0*11","$PGHP,1,2018,11,19,12,2,40,471,219,,2190047,1,*24"
"!BSVDM,1,1,,B,35UlTf10000rOqhOw4Jv433>0DWb,0*5F","$PGHP,1,2018,11,19,12,5,39,371,219,,2190047,1,*2A"
"!BSVDM,2,1,6,B,55UlTf420G@4cP;?;OM<puLh58d00000000000168H8836om06iSl`3l,0*52!BSVDM,2,2,6,B,Q1D`88888800000,2*7C","$PGHP,1,2018,11,19,12,6,39,524,219,,2190047,1,*2F"
"!BSVDM,1,1,,A,35UlTf10000rOrVOw4Av431>0DjJ,0*7D","$PGHP,1,2018,11,19,12,8,39,971,219,,2190047,1,*2D"
"!BSVDM,1,1,,B,35UlTf10000rOrfOw49f42k<0DT:,0*31","$PGHP,1,2018,11,19,12,11,38,567,219,,2190047,1,*1F"
"!BSVDM,2,1,4,A,55UlTf420G@4cP;?;OM<puLh58d00000000000168H8836om06iSl`3l,0*53!BSVDM,2,2,4,A,Q1D`88888800000,2*7D","$PGHP,1,2018,11,19,12,12,42,312,219,,2190047,1,*15"
"!BSVDM,1,1,,A,35UlTf10000rOs:Ow4<>42i@0DRb,0*12","$PGHP,1,2018,11,19,12,14,40,332,219,,2190047,1,*13"
"!BSVDM,1,1,,B,35UlTf10000rOsDOw4=f42s:0EA:,0*1C","$PGHP,1,2018,11,19,12,17,37,415,219,,2190048,1,*1D"
"!BSVDM,1,1,,A,35UlTf10000rOqdOw4AN42i<0Dfb,0*0B","$PGHP,1,2018,11,19,12,20,39,22,219,,2190047,1,*28"
"!BSVDM,1,1,,B,35UlTf10000rOrBOw4Cf42mB0De:,0*26","$PGHP,1,2018,11,19,12,23,41,50,219,,2190047,1,*21"
"!BSVDM,2,1,9,A,55UlTf420G@4cP;?;OM<puLh58d00000000000168H8836om06iSl`3l,0*5E!BSVDM,2,2,9,A,Q1D`88888800000,2*70","$PGHP,1,2018,11,19,12,24,40,488,219,,2190047,1,*16"
"!BSVDM,1,1,,A,35UlTf10000rOsDOw4@>42k<0Dnb,0*52","$PGHP,1,2018,11,19,12,26,38,974,219,,2190047,1,*15"
"!BSVDM,1,1,,B,35UlTf10000rOrVOw49v42g@0DGr,0*3A","$PGHP,1,2018,11,19,12,29,40,846,219,,2190048,1,*1A"
"!BSVDM,2,1,9,B,55UlTf420G@4cP;?;OM<puLh58d00000000000168H8836om06iSl`3l,0*5D!BSVDM,2,2,9,B,Q1D`88888800000,2*73","$PGHP,1,2018,11,19,12,30,40,331,219,,2190047,1,*16"
"!BSVDM,1,1,,A,35UlTf10000rOsnOw43>42e>0DfJ,0*27","$PGHP,1,2018,11,19,12,32,39,782,219,,2190047,1,*16"
"!BSVDM,1,1,,B,35UlTf10000rOrvOw3r>42C<0Dwr,0*76","$PGHP,1,2018,11,19,12,35,38,370,219,,2190047,1,*19"
"!BSVDM,2,1,1,A,55UlTf420G@4cP;?;OM<puLh58d00000000000168H8836om06iSl`3l,0*56!BSVDM,2,2,1,A,Q1D`88888800000,2*78","$PGHP,1,2018,11,19,12,36,40,909,219,,2190047,1,*11"
"!BSVDM,1,1,,A,35UlTf10000rOr`Ow47>42Q>0DqJ,0*0F","$PGHP,1,2018,11,19,12,38,39,703,219,,2190047,1,*15"
"!BSVDM,1,1,,B,35UlTf10000rOrTOw4;>42g@0DU:,0*28","$PGHP,1,2018,11,19,12,41,40,148,219,,2190048,1,*13"
"!BSVDM,2,1,7,B,55UlTf420G@4cP;?;OM<puLh58d00000000000168H8836om06iSl`3l,0*53!BSVDM,2,2,7,B,Q1D`88888800000,2*7D","$PGHP,1,2018,11,19,12,42,39,849,219,,2190048,1,*16"
"!BSVDM,1,1,,A,35UlTf10000rOrROw48v42e@0DI:,0*78","$PGHP,1,2018,11,19,12,44,40,795,219,,2190047,1,*1F"
"!BSVDM,1,1,,B,35UlTf10000rOrHOw49v42i>0DTr,0*47","$PGHP,1,2018,11,19,12,47,39,86,219,,2190047,1,*27"
"!BSVDM,2,1,2,A,55UlTf420G@4cP;?;OM<puLh58d00000000000168H8836om06iSl`3l,0*55!BSVDM,2,2,2,A,Q1D`88888800000,2*7B","$PGHP,1,2018,11,19,12,48,41,657,219,,2190048,1,*12"
"!BSVDM,1,1,,A,35UlTf10000rOr`Ow46f42g<0DtJ,0*67","$PGHP,1,2018,11,19,12,50,38,453,219,,2190047,1,*1C"
"!BSVDM,2,1,9,B,55UlTf420G@4cP;?;OM<puLh58d00000000000168H8836om06iSl`3l,0*5D!BSVDM,2,2,9,B,Q1D`88888800000,2*73","$PGHP,1,2018,11,19,12,54,39,627,219,,2190047,1,*18"
"!BSVDM,1,1,,A,35UlTf10000rOr6Ow45>42;<0JS0,0*65","$PGHP,1,2018,11,19,12,58,39,22,219,,2190047,1,*27"
"!BSVDM,1,1,,B,35UlTf10000rOr6Ow45N42;@0DFJ,0*0B","$PGHP,1,2018,11,19,12,58,40,863,219,,2190047,1,*14"
"!BSVDM,1,1,,A,19NSA4@01OPqOAhP6KeU?4:800SN,0*1F","$PGHP,1,2018,11,19,11,39,4,647,219,,2190048,1,*27"
"!BSVDM,1,1,,B,19NSA4@01OPqOLHP6K0U?4:L0<<O,0*72","$PGHP,1,2018,11,19,11,39,14,490,219,,2190048,1,*1E"
"!BSVDM,1,1,,A,19NSA4@01OPqOWtP6J<5?4:l0<<P,0*04","$PGHP,1,2018,11,19,11,39,26,315,219,,2190048,1,*15"
"!BSVDM,1,1,,B,19NSA4@01OPqOitP6IT5?4;608DL,0*69","$PGHP,1,2018,11,19,11,39,34,895,219,,2190048,1,*15"
"!BSVDM,1,1,,A,19NSA4@01PPqOu<P6Ho5?4;J05JL,0*64","$PGHP,1,2018,11,19,11,39,45,394,219,,2190048,1,*19"
"!BSVDM,1,1,,B,19NSA4@01PPqP88P6H:5?4;f00T8,0*27","$PGHP,1,2018,11,19,11,39,54,661,219,,2190047,1,*19"
"!BSVDM,1,1,,A,19NSA4@01PPqPBhP6GJU?4::0@32,0*51","$PGHP,1,2018,11,19,11,40,5,191,219,,2190047,1,*2B"
"!BSVDM,1,1,,B,19NSA4@01PPqPMdP6Fc5?4:L088O,0*61","$PGHP,1,2018,11,19,11,40,14,488,219,,2190047,1,*16"
"!BSVDM,1,1,,A,19NSA4@01PPqPbPP6El5?4:l08?J,0*57","$PGHP,1,2018,11,19,11,40,26,313,219,,2190048,1,*1D"
"!BSVDM,1,1,,B,19NSA4@01PPqPkpP6E9U?4;605JP,0*71","$PGHP,1,2018,11,19,11,40,34,893,219,,2190047,1,*12"
"!BSVDM,1,1,,A,19NSA4@01PPqPvPP6DJ5?4;J00Ra,0*0D","$PGHP,1,2018,11,19,11,40,45,408,219,,2190048,1,*15"
"!BSVDM,1,1,,B,19NSA4@01PPqQ:HP6CUU?4;h0@Pw,0*65","$PGHP,1,2018,11,19,11,40,56,312,219,,2190048,1,*1B"
"!BSVDM,1,1,,A,19NSA4@01PPqQD4P6BuU?4::0<<E,0*34","$PGHP,1,2018,11,19,11,41,5,189,219,,2190048,1,*2C"
"!BSVDM,1,1,,B,19NSA4@01PPqQMLP6BC5?4:L05JT,0*08","$PGHP,1,2018,11,19,11,41,14,486,219,,2190048,1,*16"
"!BSVDM,1,1,,A,19NSA4@01PPqQb@P6AIU?4:l05JT,0*61","$PGHP,1,2018,11,19,11,41,26,311,219,,2190047,1,*11"
"!BSVDM,1,1,,B,19NSA4@01PPqQjdP6@l5?4;400So,0*74","$PGHP,1,2018,11,19,11,41,34,891,219,,2190048,1,*1E"
"!BSVDM,1,1,,A,19NSA4@01PPqQu`P6@4U?4;H0@J5,0*1B","$PGHP,1,2018,11,19,11,41,44,517,219,,2190048,1,*1A"
"!BSVDM,1,1,,B,19NSA4@01PPqR9<P6?BU?4;f0<<K,0*58","$PGHP,1,2018,11,19,11,41,56,310,219,,2190048,1,*18"
"!BSVDM,1,1,,A,19NSA4@01PPqRBpP6>`5?4:80832,0*02","$PGHP,1,2018,11,19,11,42,5,187,219,,2190048,1,*21"
"!BSVDM,2,1,2,A,59NSA4@2>IC07QMc:20duE@4hT4pu>2222222216H8U:K6rd0B5Dm835,0*5C!BSVDM,2,2,2,A,AhH888888888880,2*66","$PGHP,1,2018,11,19,11,42,9,789,219,,2190048,1,*25"
"!BSVDM,1,1,,B,19NSA4@01PPqRLTP6=uU?4:J00T7,0*45","$PGHP,1,2018,11,19,11,42,14,484,219,,2190047,1,*18"
"!BSVDM,1,1,,A,19NSA4@01PPqRaHP6=45?4:l00R8,0*79","$PGHP,1,2018,11,19,11,42,26,309,219,,2190047,1,*1B"
"!BSVDM,1,1,,B,19NSA4@01PPqRl0P6<DUAT;80HE9,0*3B","$PGHP,1,2018,11,19,11,42,36,90,219,,2190047,1,*29"
"!BSVDM,1,1,,A,19NSA4@01PPqRtLP6;dU?4;H0<<K,0*6A","$PGHP,1,2018,11,19,11,42,44,515,219,,2190047,1,*14"
"!BSVDM,1,1,,B,19NSA4@01PPqS:PP6:f5?4;h08Pw,0*2D","$PGHP,1,2018,11,19,11,42,56,308,219,,2190047,1,*1D"
"!BSVDM,1,1,,A,19NSA4@01PPqSCpP6:65?4::05Jd,0*70","$PGHP,1,2018,11,19,11,43,5,185,219,,2190047,1,*2D"
"!BSVDM,1,1,,B,19NSA4@01PPqSOhP69AU?4:P0@9L,0*37","$PGHP,1,2018,11,19,11,43,16,120,219,,2190047,1,*10"
"!BSVDM,1,1,,A,19NSA4@01PPqS`<P68d5?4:h0D<P,0*2E","$PGHP,1,2018,11,19,11,43,24,544,219,,2190048,1,*18"
"!BSVDM,1,1,,B,19NSA4@01PPqSm0P67jU?4;80D<P,0*1C","$PGHP,1,2018,11,19,11,43,36,88,219,,2190047,1,*21"
"!BSVDM,1,1,,A,19NSA4@01PPqSuhP67=5?4;H08J5,0*77","$PGHP,1,2018,11,19,11,43,44,528,219,,2190048,1,*14"
"!BSVDM,1,1,,B,19NSA4@01PPqT:TP66CU?4;h05Jd,0*63","$PGHP,1,2018,11,19,11,43,56,306,219,,2190048,1,*1D"
"!BSVDM,1,1,,A,19NSA4@01PPqTC0P65f5AT:800Ro,0*62","$PGHP,1,2018,11,19,11,44,5,182,219,,2190048,1,*22"
"!BSVDM,1,1,,B,19NSA4@01PPqTNTP64qUAT:N0<<K,0*4E","$PGHP,1,2018,11,19,11,44,16,118,219,,2190047,1,*1C"
"!BSVDM,1,1,,A,19NSA4@01PPqT`@P64?5?4:h0@>H,0*1C","$PGHP,1,2018,11,19,11,44,24,542,219,,2190047,1,*16"
"!BSVDM,1,1,,B,19NSA4@01PPqTl8P63JU?4;80@E9,0*22","$PGHP,1,2018,11,19,11,44,36,86,219,,2190047,1,*28"
"!BSVDM,1,1,,A,19NSA4@01PPqTtTP62m5?4;H05Jh,0*48","$PGHP,1,2018,11,19,11,44,44,525,219,,2190048,1,*1E"
"!BSVDM,1,1,,B,19NSA4@01QPqU9HP61sUAT;h00S4,0*19","$PGHP,1,2018,11,19,11,44,56,303,219,,2190047,1,*10"
"!BSVDM,1,1,,A,19NSA4@01QPqUC4P61>UAT:80@2g,0*42","$PGHP,1,2018,11,19,11,45,4,680,219,,2190048,1,*27"
"!BSVDM,1,1,,B,19NSA4@01QPqUN`P60J5AT:P089L,0*3D","$PGHP,1,2018,11,19,11,45,16,115,219,,2190048,1,*1F"
"!BSVDM,1,1,,A,19NSA4@01QPqUW4P5wj5AT:h0<<L,0*2E","$PGHP,1,2018,11,19,11,45,24,539,219,,2190048,1,*14"
"!BSVDM,1,1,,B,19NSA4@01QPqUkTP5vpUAT;80<<O,0*58","$PGHP,1,2018,11,19,11,45,36,83,219,,2190048,1,*23"
"!BSVDM,1,1,,A,19NSA4@01QPqUu@P5v>5AT;H00SS,0*70","$PGHP,1,2018,11,19,11,45,44,523,219,,2190047,1,*16"
"!BSVDM,1,1,,B,19NSA4@01QPqV:4P5uDUAT;h0@Pq,0*23","$PGHP,1,2018,11,19,11,45,56,145,219,,2190047,1,*11"
"!BSVDM,1,1,,A,19NSA4@01QPqVBPP5tdUAT:80<<K,0*66","$PGHP,1,2018,11,19,11,46,4,678,219,,2190047,1,*2C"
"!BSVDM,1,1,,B,19NSA4@01QPqVN4P5sp5AT:P05Jp,0*52","$PGHP,1,2018,11,19,11,46,16,113,219,,2190047,1,*15"
"!BSVDM,1,1,,A,19NSA4@01PPqVWhP5s=UAT:h08>H,0*41","$PGHP,1,2018,11,19,11,46,24,552,219,,2190047,1,*15"
"!BSVDM,1,1,,B,19NSA4@01PPqVkDP5rI5AT;608E9,0*12","$PGHP,1,2018,11,19,11,46,36,96,219,,2190047,1,*2B"
"!BSVDM,1,1,,A,19NSA4@01PPqVtdP5qd5AT;H0HJN,0*76","$PGHP,1,2018,11,19,11,46,45,191,219,,2190047,1,*19"
"!BSVDM,1,1,,B,19NSA4@01QPqW8@P5poUAT;f0<<P,0*45","$PGHP,1,2018,11,19,11,46,56,143,219,,2190048,1,*1B"
